
#	Numbers	Score	Sum	E/O	Details
1	6 11 19 29 38	77.22	103	2/3	Show
2	6 15 19 25 38	77.22	103	2/3	Show
3	6 15 19 27 36	76.82	103	2/3	Show
4	6 13 19 27 38	76.82	103	2/3	Show
5	9 15 22 24 33	76.42	103	2/3	Show
6	3 13 26 29 32	74.82	103	2/3	Show
7	3 19 23 28 30	74.02	103	2/3	Show
8	9 11 24 25 34	73.92	103	2/3	Show
9	8 11 19 28 37	72.69	103	2/3	Show
10	8 13 22 29 31	70.29	103	2/3	Show



#	Numbers	Score	Sum	E/O	Details
1	6 11 12 29 38	72.42	96	3/2	Show
2	6 7 24 26 33	72.17	96	3/2	Show
3	6 11 14 27 38	72.12	96	3/2	Show
4	8 11 12 26 39	72.02	96	3/2	Show
5	6 13 14 28 35	72.02	96	3/2	Show
6	3 11 24 28 30	71.32	96	3/2	Show
7	9 10 20 24 33	71.22	96	3/2	Show
8	8 11 12 28 37	71.22	96	3/2	Show
9	3 12 19 26 36	70.92	96	3/2	Show
10	8 13 20 24 31	70.52	96	3/2	Show



#	Numbers	Score	Sum	E/O	Details
1	2 22 26 37 39	69.04	126	3/2	Show
2	10 17 28 34 37	68.24	126	3/2	Show
3	2 24 26 35 39	67.84	126	3/2	Show
4	2 22 25 38 39	66.94	126	3/2	Show
5	2 25 26 34 39	66.94	126	3/2	Show
6	2 24 25 36 39	66.54	126	3/2	Show
7	2 21 26 38 39	66.54	126	3/2	Show
8	8 21 28 32 37	66.24	126	3/2	Show



#	Numbers	Score	Sum	E/O	Details
1	2 7 19 28 39	72.82	95	2/3	Show
2	5 10 19 22 39	72.42	95	2/3	Show
3	5 15 19 24 32	71.62	95	2/3	Show
4	2 15 19 23 36	70.82	95	2/3	Show
5	8 10 11 29 37	70.72	95	2/3	Show
6	8 11 20 25 31	68.82	95	2/3	Show
7	9 11 14 22 39	68.29	95	2/3	Show
8	8 13 19 27 28	68.07	95	2/3	Show
9	2 6 25 27 35	67.37	95	2/3	Show
10	2 7 23 25 38	67.37	95	2/3	Show



#	Numbers	Score	Sum	E/O	Details
1	2 6 19 26 33	68.33	86	3/2	Show
2	8 10 13 22 33	67.53	86	3/2	Show
3	2 7 14 24 39	67.53	86	3/2	Show
4	2 10 19 22 33	67.53	86	3/2	Show
5	2 4 19 28 33	67.13	86	3/2	Show
6	5 6 12 26 37	66.63	86	3/2	Show
7	8 10 13 20 35	65.93	86	3/2	Show
8	9 10 13 22 32	65.83	86	3/2	Show
9	8 13 19 22 24	65.68	86	3/2	Show
10	8 11 14 23 30	64.33	86	3/2	Show



#	Numbers	Score	Sum	E/O	Details
1	2 4 13 20 31	58.28	70	3/2	Show
2	2 6 13 18 31	58.03	70	3/2	Show
3	2 4 12 13 39	57.93	70	3/2	Show
4	2 6 19 20 23	57.93	70	3/2	Show
5	5 7 12 22 24	57.63	70	3/2	Show
6	5 6 12 18 29	57.53	70	3/2	Show
7	5 7 14 18 26	57.23	70	3/2	Show
8	2 6 14 23 25	56.43	70	3/2	Show
9	8 9 13 16 24	55.13	70	3/2	Show
10	8 9 14 17 22	54.33	70	3/2	Show



#	Numbers	Score	Sum	E/O	Details
1	13 19 24 37 38	66.44	131	2/3	Show
2	13 24 25 33 36	64.84	131	2/3	Show
3	13 21 24 35 38	64.54	131	2/3	Show
4	10 25 26 33 36	64.54	130	3/2	Show
5	13 21 24 37 38	64.24	133	2/3	Show
6	14 23 26 33 35	64.14	131	2/3	Show
7	13 23 25 34 36	64.14	131	2/3	Show
8	13 22 24 33 38	64.11	130	3/2	Show
9	13 18 24 37 38	64.01	130	3/2	Show
10	10 23 26 35 36	63.74	130	3/2	Show
