07-22-2008	12 - 15 - 18 - 24 - 39
07-21-2008	02 - 13 - 21 - 37 - 39
07-20-2008	12 - 14 - 19 - 28 - 34
07-19-2008	02 - 03 - 04 - 07 - 16
07-18-2008	04 - 10 - 11 - 12 - 14
07-17-2008	08 - 18 - 23 - 27 - 33
07-16-2008	18 - 27 - 28 - 33 - 39
07-15-2008	02 - 15 - 17 - 28 - 38
07-14-2008	06 - 09 - 22 - 27 - 36
07-13-2008	03 - 09 - 14 - 34 - 35
07-12-2008	09 - 11 - 14 - 27 - 35
07-11-2008	04 - 15 - 21 - 23 - 24
07-10-2008	05 - 08 - 24 - 32 - 38
07-09-2008	09 - 14 - 20 - 29 - 30
07-08-2008	07 - 12 - 22 - 31 - 33
07-07-2008	15 - 18 - 20 - 25 - 39
07-06-2008	05 - 07 - 23 - 25 - 27
07-05-2008	05 - 08 - 25 - 28 - 32
07-04-2008	14 - 27 - 28 - 37 - 38
07-03-2008	02 - 03 - 10 - 22 - 25
07-02-2008	05 - 17 - 20 - 22 - 31
07-01-2008	03 - 04 - 18 - 31 - 36
06-30-2008	05 - 13 - 16 - 26 - 30
06-29-2008	02 - 08 - 12 - 13 - 17
06-28-2008	04 - 20 - 27 - 28 - 38
06-27-2008	02 - 05 - 06 - 17 - 33
06-26-2008	05 - 07 - 19 - 32 - 35
06-25-2008	09 - 16 - 23 - 25 - 36
06-24-2008	24 - 28 - 32 - 34 - 35
06-23-2008	15 - 21 - 26 - 31 - 36
06-22-2008	04 - 13 - 23 - 31 - 34
06-21-2008	04 - 08 - 12 - 29 - 36
06-20-2008	09 - 24 - 26 - 27 - 38
06-19-2008	08 - 10 - 18 - 34 - 38
06-18-2008	16 - 18 - 20 - 24 - 37
06-17-2008	16 - 22 - 28 - 29 - 31
06-16-2008	09 - 10 - 16 - 26 - 33
06-15-2008	03 - 17 - 26 - 28 - 29
06-14-2008	04 - 09 - 11 - 22 - 37
06-13-2008	09 - 10 - 16 - 18 - 34
06-12-2008	11 - 22 - 24 - 34 - 39
06-11-2008	01 - 02 - 04 - 10 - 39
06-10-2008	02 - 13 - 19 - 31 - 32
06-09-2008	02 - 19 - 25 - 30 - 33
06-08-2008	09 - 11 - 19 - 24 - 33
06-07-2008	20 - 25 - 28 - 31 - 33
06-06-2008	08 - 19 - 26 - 27 - 35
06-05-2008	07 - 17 - 23 - 35 - 37
06-04-2008	02 - 09 - 19 - 32 - 37
06-03-2008	10 - 16 - 20 - 28 - 34
06-02-2008	14 - 22 - 24 - 25 - 26
06-01-2008	01 - 12 - 21 - 32 - 36
05-31-2008	10 - 16 - 24 - 33 - 37
05-30-2008	02 - 08 - 15 - 18 - 30
05-29-2008	15 - 19 - 22 - 28 - 37
05-28-2008	06 - 12 - 22 - 23 - 29
05-27-2008	18 - 19 - 28 - 36 - 38
05-26-2008	20 - 29 - 31 - 37 - 38
05-25-2008	05 - 07 - 09 - 15 - 36
05-24-2008	05 - 12 - 31 - 32 - 36
05-23-2008	03 - 06 - 15 - 18 - 26
05-22-2008	01 - 02 - 16 - 36 - 39
05-21-2008	02 - 10 - 22 - 36 - 39
05-20-2008	11 - 20 - 27 - 30 - 31
05-19-2008	10 - 12 - 18 - 19 - 34
05-18-2008	01 - 09 - 13 - 22 - 28
05-17-2008	06 - 11 - 20 - 34 - 38
05-16-2008	08 - 12 - 21 - 23 - 25
05-15-2008	01 - 07 - 22 - 37 - 38
05-14-2008	01 - 03 - 08 - 20 - 26
05-13-2008	05 - 07 - 13 - 19 - 21
05-12-2008	14 - 29 - 31 - 32 - 35
05-11-2008	02 - 07 - 11 - 22 - 39
05-10-2008	03 - 12 - 21 - 22 - 33
05-09-2008	08 - 23 - 31 - 32 - 36
05-08-2008	04 - 11 - 25 - 26 - 28
05-07-2008	10 - 15 - 23 - 24 - 26
05-06-2008	12 - 21 - 23 - 25 - 36
05-05-2008	02 - 07 - 28 - 35 - 39
05-04-2008	01 - 08 - 28 - 31 - 39
05-03-2008	03 - 11 - 25 - 26 - 34
05-02-2008	01 - 07 - 08 - 27 - 37
05-01-2008	02 - 15 - 27 - 35 - 39
04-30-2008	03 - 06 - 17 - 25 - 31
04-29-2008	03 - 31 - 32 - 33 - 37
04-28-2008	02 - 04 - 05 - 27 - 29
04-27-2008	10 - 13 - 17 - 25 - 27
04-26-2008	01 - 04 - 15 - 34 - 35
04-25-2008	06 - 18 - 19 - 21 - 32
04-24-2008	05 - 12 - 14 - 24 - 35
04-23-2008	03 - 14 - 23 - 24 - 36
04-22-2008	08 - 13 - 14 - 34 - 35
04-21-2008	03 - 11 - 17 - 24 - 34
04-20-2008	02 - 06 - 14 - 23 - 31
04-19-2008	05 - 19 - 23 - 33 - 39
04-18-2008	01 - 09 - 27 - 34 - 36
04-17-2008	04 - 15 - 18 - 24 - 27
04-16-2008	06 - 10 - 24 - 29 - 32
04-15-2008	14 - 24 - 25 - 29 - 38
04-14-2008	01 - 02 - 12 - 24 - 25
04-13-2008	09 - 16 - 24 - 36 - 37
04-12-2008	04 - 18 - 28 - 33 - 35
04-11-2008	03 - 07 - 09 - 10 - 14
04-10-2008	02 - 11 - 17 - 31 - 39
04-09-2008	07 - 24 - 28 - 33 - 36
04-08-2008	06 - 07 - 16 - 23 - 35
04-07-2008	24 - 27 - 32 - 36 - 39
04-06-2008	20 - 27 - 31 - 32 - 37
04-05-2008	07 - 08 - 21 - 24 - 32
04-04-2008	07 - 23 - 25 - 28 - 31
04-03-2008	07 - 14 - 25 - 31 - 36
04-02-2008	02 - 09 - 11 - 20 - 30
04-01-2008	03 - 10 - 17 - 38 - 39
03-31-2008	01 - 06 - 29 - 37 - 38
03-30-2008	05 - 15 - 16 - 25 - 29
03-29-2008	24 - 29 - 31 - 32 - 33
03-28-2008	14 - 20 - 26 - 29 - 32
03-27-2008	09 - 29 - 31 - 32 - 38
03-26-2008	03 - 17 - 20 - 37 - 38
03-25-2008	07 - 12 - 15 - 18 - 19
03-24-2008	05 - 06 - 10 - 18 - 30
03-23-2008	03 - 04 - 14 - 28 - 37
03-22-2008	13 - 18 - 20 - 22 - 35
03-21-2008	04 - 08 - 26 - 33 - 37
03-20-2008	08 - 09 - 12 - 34 - 36
03-19-2008	09 - 26 - 27 - 32 - 39
03-18-2008	02 - 05 - 18 - 31 - 39
03-17-2008	02 - 08 - 28 - 30 - 36
03-16-2008	08 - 12 - 20 - 21 - 27
03-15-2008	08 - 14 - 19 - 24 - 35
03-14-2008	02 - 04 - 25 - 26 - 28
03-13-2008	02 - 13 - 14 - 16 - 32
03-12-2008	07 - 18 - 19 - 36 - 37
03-11-2008	23 - 25 - 29 - 32 - 37
03-10-2008	08 - 18 - 19 - 29 - 37
03-09-2008	07 - 09 - 31 - 33 - 34
03-08-2008	02 - 03 - 04 - 21 - 39
03-07-2008	13 - 15 - 19 - 21 - 39
03-06-2008	04 - 11 - 30 - 33 - 36
03-05-2008	10 - 17 - 23 - 24 - 29
03-04-2008	01 - 06 - 07 - 24 - 39
03-03-2008	03 - 05 - 12 - 21 - 33
03-02-2008	01 - 13 - 25 - 28 - 35
03-01-2008	21 - 25 - 33 - 36 - 37
02-29-2008	07 - 13 - 16 - 18 - 38
02-28-2008	07 - 14 - 16 - 19 - 26
02-27-2008	03 - 14 - 19 - 27 - 34
02-26-2008	11 - 12 - 19 - 33 - 34
02-25-2008	02 - 12 - 31 - 34 - 37
02-24-2008	02 - 03 - 10 - 31 - 38
02-23-2008	21 - 24 - 30 - 35 - 38
02-22-2008	04 - 15 - 20 - 29 - 39
02-21-2008	01 - 02 - 11 - 21 - 28
02-20-2008	01 - 07 - 13 - 23 - 35
02-19-2008	13 - 15 - 22 - 23 - 30
02-18-2008	01 - 09 - 14 - 25 - 31
02-17-2008	12 - 22 - 23 - 26 - 36
02-16-2008	15 - 17 - 22 - 30 - 31
02-15-2008	01 - 07 - 14 - 22 - 34
02-14-2008	01 - 20 - 23 - 33 - 34
02-13-2008	02 - 14 - 15 - 18 - 38
02-12-2008	06 - 12 - 17 - 27 - 38
02-11-2008	04 - 18 - 28 - 29 - 30
02-10-2008	14 - 20 - 33 - 37 - 39
02-09-2008	06 - 07 - 11 - 23 - 33
02-08-2008	01 - 14 - 33 - 34 - 38
02-07-2008	01 - 03 - 25 - 33 - 34
02-06-2008	04 - 06 - 10 - 23 - 26
02-05-2008	01 - 04 - 13 - 15 - 20
02-04-2008	06 - 09 - 14 - 31 - 35
02-03-2008	06 - 09 - 13 - 19 - 20
02-02-2008	06 - 11 - 12 - 17 - 37
02-01-2008	13 - 17 - 18 - 20 - 22
01-31-2008	08 - 16 - 21 - 35 - 39
01-30-2008	05 - 11 - 19 - 30 - 39
01-29-2008	02 - 11 - 12 - 28 - 37
01-28-2008	10 - 13 - 19 - 29 - 35
01-27-2008	02 - 07 - 14 - 17 - 21
01-26-2008	02 - 03 - 22 - 30 - 32
01-25-2008	12 - 16 - 27 - 29 - 31
01-24-2008	08 - 15 - 19 - 33 - 36
01-23-2008	04 - 11 - 16 - 22 - 27
01-22-2008	04 - 11 - 21 - 25 - 34
01-21-2008	02 - 07 - 18 - 28 - 31
01-20-2008	12 - 13 - 14 - 31 - 32
01-19-2008	02 - 06 - 26 - 27 - 38
01-18-2008	03 - 05 - 15 - 18 - 25
01-17-2008	01 - 08 - 14 - 19 - 24
01-16-2008	17 - 25 - 36 - 37 - 38
01-15-2008	12 - 15 - 19 - 22 - 31
01-14-2008	01 - 10 - 18 - 19 - 35
01-13-2008	04 - 08 - 12 - 20 - 39
01-12-2008	13 - 16 - 18 - 21 - 34
01-11-2008	01 - 19 - 28 - 31 - 37
01-10-2008	01 - 17 - 29 - 31 - 35
01-09-2008	09 - 18 - 20 - 24 - 30
01-08-2008	13 - 22 - 24 - 25 - 32
01-07-2008	21 - 24 - 29 - 35 - 37
01-06-2008	03 - 08 - 11 - 19 - 26
01-05-2008	04 - 16 - 20 - 33 - 36
01-04-2008	10 - 14 - 15 - 27 - 28
01-03-2008	11 - 19 - 21 - 29 - 38
01-02-2008	02 - 14 - 27 - 29 - 30
01-01-2008	02 - 04 - 16 - 19 - 30
12-31-2007	04 - 13 - 24 - 28 - 39
12-30-2007	07 - 09 - 13 - 35 - 36
12-29-2007	14 - 19 - 30 - 33 - 37
12-28-2007	07 - 25 - 26 - 27 - 37
12-27-2007	15 - 17 - 24 - 25 - 36
12-26-2007	03 - 06 - 19 - 28 - 35
12-25-2007	05 - 06 - 09 - 19 - 21
12-24-2007	02 - 08 - 26 - 31 - 38
12-23-2007	04 - 09 - 16 - 21 - 26
12-22-2007	04 - 23 - 28 - 37 - 38
12-21-2007	02 - 12 - 29 - 33 - 36
12-20-2007	16 - 21 - 26 - 31 - 38
12-19-2007	12 - 16 - 19 - 21 - 22
12-18-2007	03 - 06 - 10 - 14 - 27
12-17-2007	09 - 13 - 25 - 29 - 37
12-16-2007	12 - 13 - 14 - 27 - 38
12-15-2007	15 - 19 - 26 - 29 - 39
12-14-2007	03 - 17 - 19 - 27 - 33
12-13-2007	19 - 24 - 26 - 34 - 37
12-12-2007	07 - 08 - 13 - 19 - 34
12-11-2007	08 - 16 - 19 - 28 - 35
12-10-2007	01 - 15 - 31 - 33 - 34
12-09-2007	01 - 02 - 04 - 22 - 24
12-08-2007	04 - 14 - 18 - 29 - 38
12-07-2007	09 - 10 - 25 - 36 - 37
12-06-2007	03 - 17 - 20 - 21 - 26
12-05-2007	19 - 22 - 24 - 27 - 32
12-04-2007	01 - 05 - 12 - 16 - 24
12-03-2007	01 - 22 - 26 - 29 - 30
12-02-2007	03 - 07 - 09 - 15 - 31
12-01-2007	14 - 16 - 18 - 22 - 25
11-30-2007	11 - 14 - 27 - 31 - 34
11-29-2007	05 - 07 - 19 - 27 - 30
11-28-2007	05 - 13 - 16 - 30 - 32
11-27-2007	02 - 06 - 32 - 33 - 34
11-26-2007	04 - 11 - 16 - 26 - 31
11-25-2007	01 - 04 - 10 - 28 - 33
11-24-2007	04 - 16 - 17 - 29 - 33
11-23-2007	01 - 07 - 08 - 15 - 20
11-22-2007	12 - 15 - 20 - 22 - 28
11-21-2007	04 - 25 - 28 - 34 - 36
11-20-2007	05 - 06 - 12 - 22 - 25
11-19-2007	04 - 06 - 10 - 20 - 31
11-18-2007	02 - 03 - 16 - 23 - 31
11-17-2007	07 - 18 - 20 - 26 - 28
11-16-2007	02 - 25 - 28 - 31 - 34
11-15-2007	07 - 23 - 36 - 38 - 39
11-14-2007	10 - 22 - 30 - 36 - 39
11-13-2007	01 - 06 - 22 - 24 - 25
11-12-2007	06 - 10 - 15 - 25 - 36
11-11-2007	07 - 12 - 26 - 29 - 30
11-10-2007	01 - 02 - 06 - 19 - 35
11-09-2007	07 - 16 - 17 - 22 - 24
11-08-2007	02 - 06 - 12 - 18 - 34
11-07-2007	05 - 11 - 13 - 20 - 23
11-06-2007	06 - 15 - 20 - 23 - 25
11-05-2007	14 - 17 - 30 - 32 - 33
11-04-2007	11 - 17 - 23 - 27 - 35
11-03-2007	09 - 19 - 20 - 28 - 35
11-02-2007	01 - 04 - 32 - 36 - 38
11-01-2007	07 - 14 - 26 - 29 - 32
10-31-2007	02 - 03 - 19 - 25 - 34
10-30-2007	05 - 12 - 14 - 17 - 35
10-29-2007	08 - 09 - 10 - 33 - 38
10-28-2007	02 - 03 - 05 - 08 - 14
10-27-2007	01 - 05 - 08 - 11 - 29
10-26-2007	01 - 03 - 05 - 20 - 27
10-25-2007	07 - 08 - 14 - 23 - 30
10-24-2007	03 - 24 - 25 - 26 - 31
10-23-2007	04 - 11 - 16 - 21 - 33
10-22-2007	04 - 11 - 14 - 22 - 29
10-21-2007	01 - 03 - 04 - 16 - 38
10-20-2007	02 - 03 - 11 - 31 - 33
10-19-2007	01 - 05 - 17 - 21 - 31
10-18-2007	20 - 21 - 23 - 26 - 30
10-17-2007	05 - 15 - 18 - 22 - 25
10-16-2007	07 - 09 - 15 - 20 - 32
10-15-2007	06 - 09 - 13 - 14 - 24
10-14-2007	01 - 04 - 06 - 19 - 29
10-13-2007	02 - 16 - 18 - 26 - 29
10-12-2007	02 - 04 - 08 - 29 - 36
10-11-2007	03 - 12 - 17 - 18 - 24
10-10-2007	28 - 30 - 33 - 34 - 36
10-09-2007	08 - 17 - 18 - 19 - 28
10-08-2007	01 - 05 - 06 - 31 - 35
10-07-2007	05 - 16 - 21 - 30 - 36
10-06-2007	05 - 09 - 11 - 21 - 36
10-05-2007	04 - 05 - 20 - 31 - 37
10-04-2007	08 - 13 - 28 - 33 - 34
10-03-2007	02 - 15 - 16 - 20 - 30
10-02-2007	02 - 03 - 18 - 20 - 27
10-01-2007	05 - 19 - 25 - 36 - 37
09-30-2007	06 - 22 - 23 - 24 - 35
09-29-2007	17 - 22 - 23 - 31 - 37
09-28-2007	06 - 11 - 14 - 25 - 27
09-27-2007	21 - 25 - 32 - 35 - 37
09-26-2007	04 - 05 - 17 - 29 - 35
09-25-2007	01 - 06 - 27 - 29 - 31
09-24-2007	01 - 07 - 11 - 16 - 23
09-23-2007	06 - 12 - 32 - 35 - 37
09-22-2007	07 - 12 - 13 - 17 - 33
09-21-2007	06 - 07 - 17 - 18 - 24
09-20-2007	01 - 17 - 29 - 30 - 36
09-19-2007	04 - 06 - 21 - 36 - 37
09-18-2007	14 - 20 - 23 - 25 - 30
09-17-2007	01 - 16 - 18 - 23 - 33
09-16-2007	04 - 18 - 19 - 27 - 30
09-15-2007	04 - 09 - 10 - 19 - 28
09-14-2007	07 - 08 - 13 - 23 - 39
09-13-2007	04 - 05 - 06 - 13 - 26
09-12-2007	03 - 14 - 19 - 20 - 26
09-11-2007	05 - 07 - 14 - 26 - 27
09-10-2007	06 - 14 - 21 - 36 - 38
09-09-2007	22 - 24 - 26 - 30 - 39
09-08-2007	04 - 09 - 13 - 33 - 38
